name,method,ingredients,category
Pork stew with tomato and turmeric,"Place a ,pot, over high heat.,Cut, the pork belly into 2 cm small pieces and spread 2 tablespoons olive oil, salt, and pepper.,Transfer them to the pot and sauté for 5-6 minutes, until they are nicely golden brown. Remove, put them on a plate, and set it aside. ,Clean the pot, put it back on heat, and add 2 tablespoons olive oil. ,Coarsely chop the onion and the garlic, and add them to the pot.,Add the ginger finely chopped, the flour, and mix. Then, add the pork, deglaze with the wine, and stir.,Add the tomato paste, the water, and stir. ,Lower the heat to medium and add the tomatoes cut into pieces, the turmeric, the cumin, the coriander, the rosemary, and cover with the lid. Simmer for 2 to 2 ½ hours. ,Serve with basmati rice, rosemary, salt, and pepper. "," 1 1/2 kilo pork belly, boneless, skin off , 4 tablespoon(s) olive oil , salt , pepper , 1 onion , 2 clove(s) of garlic , 10 g ginger , 1 tablespoon(s) all-purpose flour , 50 g red wine , 1 tablespoon(s) tomato paste , 500 g water , 400 g tomatoes , 1 tablespoon(s) turmeric , 1 teaspoon(s) cumin, seeds , 1 teaspoon(s) coriander, seeds  , 3 sprig(s) rosemary , 500 g basmati rice , rosemary , salt , pepper ",Meats
Roast chicken with saffron ,"Preheat the oven to 200° C (390° F) set to fan. ,In a ,baking pan, add the chicken, the vegetable bouillon powder, olive oil, and set it aside. ,Place a ,pot, over medium heat and add the butter, the flour, and whisk well. Add the milk in batches and whisk until the bechamel sauce thickens and comes to a boil.,Add the garlic grated, the saffron, the vegetable bouillon powder, and whisk. ,Spread the whole bechamel sauce over the chicken. ,In a mixer add the almonds, the bread, the rest of the garlic, the vegetable bouillon powder, the tarragon, the butter, and beat well.,Spread on top of the bechamel sauce and roast for 30 minutes. ,In a bowl add the lentils, the rice, the cherry tomatoes cut in half, olive oil, salt, pepper, white vinegar, mint, basil, mix, and serve."," 800 g chicken breast fillet , 1 tablespoon(s) vegetable bouillon powder , 1 tablespoon(s) olive oil , 50 g butter , 50 g all-purpose flour , 500 g milk , 1/3 clove(s) of garlic , 1/2 teaspoon(s) saffron , 1 level teaspoon(s) vegetable bouillon powder , 50 g almond slivers , 50 g breadcrumbs , 2/3 clove(s) of garlic , 1/2 teaspoon(s) vegetable bouillon powder , 1 tablespoon(s) tarragon , 50 g butter , 250 g lentils, boiled , 250 g basmati rice, boiled , 100 g cherry tomatoes , 2 tablespoon(s) olive oil , pepper , 1 teaspoon(s) vinegar , salt , 1 tablespoon(s) mint , 1 tablespoon(s) basil ",Meats
Pressure-cooker beef cheeks,"Place a pressure cooker over high heat.,With a ,knife,, remove the membrane your meat has and spread 2 tablespoons olive oil, salt, and pepper. Transfer to the pressure cooker and sauté for 2-3 minutes on both sides, until golden brown. Transfer to a plate and set aside.,Place the pressure cooker back on heat and add 2 tablespoons olive oil.,Cut the onion into large pieces, the celery into small pieces, and the carrot into half-moons. Transfer to the pressure cooker and sauté for 2-3 minutes.,Add the garlic finely chopped, the bay leaves, and sauté.,Cut the meat into pieces and add them to the pressure cooker. Add the flour, the wine, the tomato paste, the canned tomatoes, the water, the vegetable stock pot, and mix.,Cover with the lid, turn the safety valve to the proper pressure indicator, and simmer at low heat for 50-60 minutes.,Depressurize the pressure cooker and serve with mashed potatoes, olive oil, and oregano."," 1 kilo beef cheeks , 4 tablespoon(s) olive oil , salt , pepper , 1 onion , 2 stick(s) celery , 1 carrot , 2 clove(s) of garlic , 2 bay leaves , 1 tablespoon(s) all-purpose flour , 50 g red wine , 1 tablespoon(s) tomato paste , 400 g canned tomatoes , 500 g water , 2 tablespoon(s) vegetable stock pot , 500 g ,mashed potatoes, , olive oil , pepper , oregano ",Meats
Sausage and potato bake,"Preheat the oven to 180,ο, C (350,ο, F) set to fan.,Place a ,frying pan, over high heat and add the olive oil.,Coarsely ,chop, the onions, cut the garlic into thin slices, and add them to the pan.,Add the potatoes cut in half, the rosemary, and mix.,Cut the carrots into half-moons and add them to the pan. Sauté all the vegetables for 2-3 minutes.,Add the mustard, the chicken bouillon cube, the water, the lemon juice, salt, pepper, and mix. ,Transfer to a 28x36 cm ,baking pan, and cover with aluminum foil. Bake for 1 hour.,Remove from the oven. Score the sausages on 2-3 spots and add them to the pan, on top of the vegetables.,Increase the oven’s temperature to 190,ο, C (370,ο, F) and bake for 20-25 minutes, uncovered.,Serve with feta cheese, oregano, and pepper."," 2 onions , 2 tablespoon(s) olive oil , 2 clove(s) of garlic , 1 kilo baby potatoes , 1 tablespoon(s) rosemary , 4 carrots , 1 tablespoon(s) mustard , 1 chicken bouillon cube , 200 g water , lemon juice, of 1 lemon , salt , pepper , 700 g sausages , feta cheese , oregano , pepper ",Meats
Greek chocolate salami,"In a bowl add the butter, the icing sugar, the cocoa powder, and whisk until there is a paste.,Add the salt, the orange zest, the walnuts, and mix.,In another bowl add the cookies, the brandy, and mix by squeezing lightly with your hands to crush the cookies. Transfer the cookies to the bowl with the cocoa powder and mix.,Spread the mixture on a piece of parchment paper and wrap into a roll. Wrap with plastic wrap and twist the ends like a candy. This way, you will shape your salami evenly.,Refrigerate for 3-4 hours and serve."," 250 g butter, melted , 200 g icing sugar , 50 g cocoa powder , 1 pinch salt , orange zest, from 1 orange , 100 g walnuts , 250 g tea biscuits , 50 g brandy ",Sweets / Desserts
Pressure-cooker pork neck with artichokes,"Place the pressure cooker over high heat.,Cut the pork into 2-3 cm pieces, add the olive oil, salt, pepper, and spread over the whole surface of the meat.,Transfer to the pressure cooker and sauté for 3-4 minutes until golden brown. Remove the pork and set it aside.,Cut the onion and the potatoes into large pieces, the garlic into slices, the leeks into small pieces, the carrots into half-moons, and add them to the pressure cooker. Sauté until golden.,Add the artichokes, deglaze with the wine, and add the lemon juice.,Add salt, pepper, the dill finely chopped, the pork, the water, and cover with the lid. Turn the safety valve to the proper pressure indicator and boil over medium heat for 40 minutes.,Depressurize the pressure cooker and serve with dill, lemon slices, olive oil, and pepper."," 1 1/2 kilo pork, neck , 2 tablespoon(s) olive oil , salt , pepper , 1 onion , 2 clove(s) of garlic , 800 g potatoes , 2 leeks , 2 carrots , 750 g artichokes , 100 g white wine , lemon juice, of 1 lemon , 1/2 bunch dill , 500 g water , dill , 1 lemon , olive oil , pepper ",Meats
3-Ingredient pancakes,"Beat the bananas in a blender along with the oats and the almond milk, until there is a uniform sticky batter. ,Heat the butter in a ,frying pan, over medium heat. Take 2 tablespoons of the batter and pour them into an ,8 cm round cookie cutter, in the pan.,Cook for 3 minutes until the batter is golden. Flip with a spatula and cook for 2-3 more minutes. ,Follow the same process for the remaining mixture until there are 8 pancakes.,Serve the pancakes with maple syrup, strawberries, and blueberries.  "," 2 bananas, ripe , 120 g oats , 150 g almond milk , 3 tablespoon(s) butter, for the frying , 100 g maple syrup , 100 g strawberries , 50 g blueberries ",Sweets / Desserts
Akis' Greek Christmas honey cookies- Melomakarona ,"Boil all of the ingredients for the syrup, apart from the honey, until the sugar melts. Remove from heat. Add the honey and mix till combined.,Let the syrup cool for 3-4 hours. It must be cold by the time the cookies come out from the oven.,You can prepare the syrup from the day before.,Preheat the oven to 190* C (370*F) set to fan.,To make the cookies, you need to prepare 2 separate mixtures.,For the first mixture, add all of the ingredients in a large ,bowl,. Mix, using a ,hand whisk,.,In a separate bowl, add all of the ingredients for the second mixture.,Combine the first and second mixture.,Mix by hand, very gently and for a very short time (10 seconds at the most). If you mix longer the mixture will split or curdle.,Mold cookie dough into oval shapes, 3-4 cm in length, 30 g each. Try to keep them as similar as possible.,Bake for about 20-25 minutes, until they are crunchy and golden brown.,As soon as you remove them from the oven, soak the hot cookies in the syrup for 10 seconds.,Allow them to drain on a wire rack.,Drizzle with honey and chopped walnuts."," 500 g water , 800 g granulated sugar , 150 g honey , 3 stick(s) cinnamon , 3 cloves , 1 orange, cut in half , 400 g orange juice , 400 g seed oil , 180 g olive oil , 50 g icing sugar , 1/2 teaspoon(s) cloves , 2-3 teaspoon(s) cinnamon , 1/4 teaspoon(s) nutmeg , 1 teaspoon(s) baking soda , orange zest, of 2 oranges , 1 kilo all-purpose flour , 200 g semolina, fine  , honey , walnuts ",Sweets / Desserts
Chocolate Panforte,"Preheat the oven to 170,ο, C (340,ο, F) set to fan.,In a ,baking pan, add the pistachios, the almonds, the hazelnuts, and the walnuts.,Bake for 15 minutes.,Remove from the oven and lower the temperature to 130,ο, C (270,ο, F) set to fan.,Place a ,pot, over medium-low heat and add the honey, the icing sugar, and stir with a silicone spatula until it comes to a boil. Remove from the heat, add the chocolate into small pieces, and stir with the spatula until the ingredients are homogenized.,Add the candied citrus peel and the figs finely chopped, and mix. ,Transfer the mixture to a bowl and add the flour, the nuts, the ginger, the cloves, the cinnamon, the nutmeg, and mix.,Transfer to a 20 cm baking pan lined with parchments paper and bake for 30 minutes.,Let it cool and serve."," 150 g pistachios , 150 g almonds , 150 g hazelnuts , 150 g walnuts , 250 g honey , 120 g icing sugar , 100 g chocolate couverture , 150 g candied citrus peel , 100 g figs, dried  , 100 g all-purpose flour , 1/2 teaspoon(s) ginger , 1/4 teaspoon(s) cloves , 1 teaspoon(s) cinnamon , 1/4 teaspoon(s) nutmeg, ground  ",Sweets / Desserts
Greek honey donuts – Loukoumades ,"In a mixer’s bowl add the water, the sugar, the yeast, and mix with a hand whisk to dissolve the yeast.,Add the cinnamon, the seed oil, salt, the honey, and whisk.,Add the flour and beat with the paddle attachment at high speed, for 3-4 minutes, until the ingredients are homogenized.,Transfer the dough into a bowl, cover with plastic wrap, and allow about 1 hour for it to double in volume.,Place a deep ,frying pan, with 400ml seed oil over medium-high heat. Ideally, you need the oil to reach 170,ο, ,C (340,ο, F). Put the remaining seed oil in a mug with a spoon.,Take a little of the dough with your hands and squeeze it in your palm. The mixture that will come out between your thumb and index finger, take it with a spoon. This way, you will help the dough slip into the oil. ,Fry in batches for 4-5 minutes, until they are nicely golden and cooked through. Remove and place on paper towels.,Serve with honey and cinnamon."," 460 g water , 1 pinch granulated sugar , 5 g yeast , 1/2 teaspoon(s) cinnamon , 2 tablespoon(s) seed oil , 1 pinch salt , 1 teaspoon(s) honey , 500 g all-purpose flour , 400 ml seed oil, for the frying , honey , cinnamon ",Sweets / Desserts
Tiramisu,"Beat the mascarpone, icing sugar, vanilla, wine and 75 g coffee in a mixer, using the whisk attachment until completely combined.,Scrape down the sides of the bowl with a spatula and beat again until the mixture thickens.,Add the chilled heavy cream and beat until the mixture takes on the consistency of yogurt.,When ready, transfer to a bowl and set aside until needed.,In a separate ,bowl,, add the 225 g coffee and couverture. Stir until the chocolate melts and becomes incorporated.,Hold a ,ladyfinger,, sugar side down and dip it in to the coffee for just a second. Lay in a 25x32 cm pyrex ,baking dish,.,Repeat the same process until the bottom of the baking dish is covered with ladyfingers. (18 ladyfingers).,Spread half of the cream over them.,Cover with another layer of ladyfingers that have been dipped in to the hot coffee mixture just as before.,Spread the remaining cream over them.,Refrigerate for at least 6 hours, until the dessert sets and chills.,When ready, remove from refrigerator and use a fork to draw lines over the surface of the tiramisu to give it a nice texture.,Sprinkle with cocoa powder and grated couverture.,Cut, in to pieces and serve."," 375 g mascarpone cheese, at room temperature , 120 g icing sugar , 1 tablespoon(s) ,vanilla extract, , 110 g Mavrodafni (sweet fortified wine) , 300 g coffee, espresso drink , 450 g heavy cream 35%, ice-cold , 50 g chocolate couverture, crumbled , 36  ,ladyfingers, , 1-2 tablespoon(s) cocoa powder, for dusting , 30 g chocolate couverture, shavings  ",Sweets / Desserts
Cinnamon rolls with caramel sauce,"In a mixer’s bowl, add the milk and yeast and mix with a hand whisk until the yeast is completely dissolved.,Add the sugar, 80g of the butter, eggs, salt and flour.,Beat with the hook attachment for about 5 minutes on medium speed, until a dough forms and starts to pull away from the sides of the bowl.,Transfer dough to a buttered bowl, cover with plastic wrap and allow it to rest and rise for at least 30 minutes, until it doubles in size.,When ready, dust a clean and level working surface with some flour and roll out dough.,Try to give it a rectangular shape that is about 50x80 cm in size and ½ cm thick.,Prepare the filling.,In a mixer’s bowl, add the butter, dark brown sugar and cinnamon.,Beat on medium speed with the whisk attachment, until all of the ingredients are completely combined.,Place on the center of the dough.,Spread the filling with the back of a spoon on to the whole surface of the dough, leaving a small border all the way around.,Start rolling the dough from the wider side, creating a large log.,Cut the log into 12 equal sized pieces with a sharp ,knife,.,Transfer to a 28x36 cm ,baking pan, lined with parchment paper, placing them one next to the other.,Cover with a towel and allow to rise again for 30 minutes.,Preheat oven to 180* C (350* F) Fan.,When they have risen, brush the tops of the rolls with the remaining 20 g of the melted butter and bake for 30 minutes.,When ready, remove from oven and allow to cool a little.,Pour warm ,caramel sauce, over them and serve."," 250 g milk, at room temperature    , 9 g yeast , 120 g granulated sugar , 100 g butter, melted , 2 eggs, medium, at room temperature    , 1 teaspoon(s) salt , 700 g hard flour, + extra to roll out dough , butter, for the bowl , 100 g butter, at room temperature    , 150 g dark brown soft sugar , 20 g cinnamon ,   ,caramel sauce, ",Sweets / Desserts
